comment
"I've tried to explain MSP and economic viability of farming in India in the most detailed way. Must watch the parts at 19:20 and 27:43 so you can understand real life examples and compare with your own state if you are a farmer or know someone who is a farmer.. Hope it clears everything up! Jai Jawan, Jai Kisan 🙏🇮🇳

Get exclusive NordVPN deal here ➵ https://NordVPN.com/dhruv It’s risk free with Nord’s 30 day money-back guarantee! ✌"
😂जय जवान जय किसान
Good.
❤❤❤❤❤❤❤❤❤❤
"Why can I only LIKE this Video Once...?
I watched it many times but when I watch this Video. It feels me like that I'm watching it first time.
Your Research, Script and Story telling capabilities are just Awesome. No one can beat you Dhruv Bhai. 👏 Incredible.
Thank You So much Dhruv Bhai for supporting (us) Farmers.
And Many Many Hearty Congratulations to You & (Juli) Bhabhi ji on the Birth of a Cute Little Baby Boy.
May Almighty Waheguru Ji 🙏 Bless The Baby, his Mother and You with Health, Wealth, Happiness, Prosparity and very Long Lives.
तों'ह तो हरियाणा, पंजाब अर सारे देश के किसान भाइयाँ खात्तर हीरा है छोटे भाई ध्रुव...!💎
जयूँदा रहो मेरे प्यारे छोटे भाई...!
लव यू अ तन्नै...💚🌾🌿🚜💚"
Bahut badiya bhai mera aapo 👍💪gbu...
Modi will doom the Country
I like it
Bhai indian scientist pr video बनाइये
धन्यवाद ! ध्रुव सर किसानो की बात रखने के लिए.
Tout of congress
shout-out to farmers
Farmar jinda bad
भैया हमारे गांव में तो ऐसे ही होता है हम अनाज एक बड़ी मेहनत से उगते हैं और जो दोगे दुकान वाले रहते हैं ना वह हमसे कम भाव में ले लेते पर हम क्या कर भी कह सकते हो दूसरा चारा भी नहीं हमारे पास❤❤❤
I m fan apkay
Jay hind
Superb
"GST (1
Sgst(2
Road tax3
Permit tax4
Toll tax(5
State entry tax 6
😂😂😂😂"
Assam 🎉🎉🎉
You are absolutely right
Good  job bro
BAtpar
20 rupe kg me bik rha makka
Dhruv Tum To Kamal Ho
Love for Assam
*🌹🇮🇳जय हिन्द🇮🇳जय भारत🇮🇳जय महाराष्ट्र🇮🇳बहुत ही आच्छी और सच्छी मालुमात देते है!👍धुर्व राठी सर♥️👌🌹*
Hii
"Our political leader before independence and after Independence theirs dreams are finished, our Independent 1947 , not Independent 2014 as per dope woman, after 2014 the disaster in India in force and good Innocent ministers are behind the bars, no developments making good new Schools but goons in the country are increasing and they do no education what is the development and where?"
Before power one face and when power in hand pure Indian ko luto what a dirty person political leader next time better elect at list educated person as your leader unpad and unbagth pls improve your inner power
Adani desh ka dalal
Kam peso ki vajah se ham log ट्रैक्टर par hi treval karte hai or koi maje ke liye nhi majboori me kam amdani ki vajah se
❤❤❤❤
Good dhruvbhai
Nord VPN ka detail main
Thanks dhruv rathee sir 🇮🇳🙏🙏🌾🌾🌾🌾
"Sir aapne jo excel sheets dikhayi hai, unme to bohot si cheeje hai hi nhi.agar aur cheeje add krenge to aapko pata chalega ki farmers ka future kya hai."
Thank you so much sir for supporting for Farmers
Ya hai Sach ❤❤❤❤
Thank u sir
love you mere bade bhai druv
Love from Punjab
Loo
This  govt.  Will  destroy   our  country  in  shake  of  idiot  group  of businessmen.........this is the   tragedy  of  politics
😮
Either it should pure communist country or pure capitalist country. Contractor will get money from Govt and gets extra money thru corruption.
How can one fix MSP? Lands are in hands of landlords. It may be scam by landlords. MRP is also now not monitored by govt sales inspectors.
THANK YOU DHRUV RATHEE
Jhoth bolo bar bar bolo johr se bolo
Farmer's demand should be implemented.  What can we hope from this government?
We have this government & their intention. It's useless & most shameless fraud & bluff government.
"This government can only Legalize the corruption full & fraud. & not the MSP.
It's most shameless & most useless government."
"👍
लाईक किया है, व्हिडीओ बहुत अच्छा  लगा इसी तरह जनता को जागरुक करते है"
Democracy of the majority Community is worse than dictatorship.
BJP AND MODI GOVERNMENT IS CORRUPT. IT IS FAVORING ADANI AND AMBANI. THEY ARE AGAINST THE INTERESTS OF FARMERS
Mr Rathi you are very intelligent
6u
Msp.milnachaiya
Bhai modi se teri jyatti dushmani hai
Thanks Bhai ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
Bhai sahab hamare Jhunjhunu jile mein to Aaj bhi bajara aur desi bajara ugaya jata hai aur gobar ki khad se aur vah sirf ham khane ke liye ugate hain usko bhejte nahin hai Apne pashuon Ko dene ke liye aur apne khud ke khane ke liye kyunki sabse best khana hai bajare ki roti
Dhurv rathe my dear friend thanks
Thanks Dhruv.Great explanatory research on every subject.This is a high tech warfare against injustice.God bless.
Osm sir
"Full support for Farmers,,Jai kishan 🙏🌾🌾"
Jai javan jai kisan 🌿🌿🌿
Modi hatao desh bachao
Good news 👍
Very correct adani captured whole apple market i india at present..where will this fat adani took this money ?
Very Very good jop Sar  🙏🙏🙏🙏🙏
But ye log to aaram se apne business friends a lakho kadodo rupeiye ka loan aaran se waive kr dete hai 
Jara.bataye ho. Neharu.indira.rajiv.soniya.rahul.ke.bareme
Ye.kissan.nahi.khalistani.hi.jise.aap.congres.saport.karti.hi
एक अकेला क्या-क्या और कितना करे बेचारा!🤷‍♂️
Modi ji murdabad dusron ka hak khane wala kabhi Jinda nahin rahega update uska bhi nahin
"❤ बहुत बढ़िया विश्लेषण किसानों पर ❤ ध्रुव राठी जी नमस्कार 🙏🎉 आज के वीडियो पर आपजी ने सच्चाई देशवासियों के सामने आ गई,ये मोदी दुनियां का सबसे झठा, बेशर्म,जुमले बाज, बहरूपिया है, ऐसे को इंन्सान कहने पर भी शर्म आती है,इन ठगों को हराओ, भारतवर्ष को बचाओ, इंडिया गठबंधन ज़िंदाबाद 🇮🇳🙏🌹 श्री राहुल गांधी जी ज़िंदाबाद 🇮🇳🇮🇳🙏🌹🌹❤️"
Gggg
18:27 😁💀
Dhruv Rathi tumhari umra Bhagwan ham bhi Karti itni acchi baten batane ke liye
Woow! respected Dhruv Rathi's name will always remain among the prominent pro-people figures in Indian history🤗🙏🏻
কিষান সেখ আপনি পরিবারকে লেখা তীরে
এ মুদি ভাইজি এতদিন কি আন্দা থাকে
আরে মোদী ভাই তুমি বোলনা হে ঠা মুছকে বোলিয়ে বারবার উল্টাপাল্টা বলিয়ে
ইলেকট্রন বোর্ড কৃষ্ণ করে দা অর কল কিতা সরকার
Thanks
❤❤
MSP should be implemented.
Jai Kishan !
Great job sar❤🙏🙏🙏
Full support farmers ❤️🙏🏻
❤❤❤❤
Super extreme level detail video brother ❤❤❤❤❤keep it up i am with you and farmers ❤
❤❤❤❤❤
Congres 2004 se 2014 msp garenti kiu Nehi laya
A nation which cannot take care of farmers who are annadattas can  never prosper
MsP❤😊
abhi bhi water bottle high cost me milta hai Tourism plase me
dhruv rathee ki modi se debate karvao . One man army will destroy him
Cast of product Kaun likhega bhai
धीरूभाई इन दो तीन राज्यों के अंदर हिंदी भाषा राज्यों में किस जाति के किसान है।
Ms swaminathan is the Father of green revolution
You ar gret🙏
Real hero 💪 of this generation brother 💪
Pata nehin kaun si sarkar MSP ko layegi. Jitne bhi sarkar mein baithe hai aaj tak sab corporate k talwa chatne lage...
Jai Jawaan Jai Kissan
Love u man
love you dhrub sir love you ❤❤❤❤❤❤
Bahu sub sahi hai aapka lekin aam log ky kar sakte hai
"i have a doubt. yes, everything you're saying is true but i heard from somewhere that if msp is fixed at a higher rate, then the consumers would have to suffer. is that true? how would the middle class afford the produce if rates are increased? salaries aren't exactly great with india's economy, y'know. if anyone could clear this doubt, i'd be grateful. @dhruvrathee"
Great informations... Most doesn't know what is happening
Full support❤
सदस्ता लेने के लिए pesa nahi he bhai
🙏 नमस्ते इंडिया 🇮🇳 जय संविधान 🇮🇳 किसान है तो जांहान हैं मोदी है तो मुमकिन है हम दो हमारे दो दो का साथ सबका विनाश यही है अच्छे दिन यही है अच्छे दिन यही है गुजरात मॉडल गुजरात किसान पंचायत मंन्च
India needs a New Leader
Slowly learning all these sir.
Love you brother❤. Keep doing what your doing 👍
"Khalley  botalle  aby vharky  moo bond kardya  keya kamalke bad ,"
DHRUV RATHE ZINDABAD
Ap mp kyu nahi Khade ho jate ap bhout intelligent and good person ho
More than 11000 Farmers Committed Suicide but still no response to this Issue which has caused death of Innocent Farmers
Thanks for supporting. Farmer
No farmer no food 🌽🌽
😢😢😢
Modi jhutha h.
जय किसान जय जवान आदरणीय आपको नमन आपका स्वागत है आदरणीय
"Jai Jawaan Jai Kissan 🇮🇳,  I stand with farmers protest 🙏"
America kharida hua h yeh gadar  Dharuv rathi
"I support "" india "" & support gentlemen "" True Rathee ""  sir."
Sir I am requesting you please make a special video about Bangladesh
मोदी के झांसे मे देश के लोग और किसान फस गये
"Thank you so much Dhurbaji you're trying to get our farmer's remuneration in India, they are not getting their own remuneration from their products so please more information  to the challenges of farmers to the  Government"
not a good video
"Bharat Ratna jaise awards mostly aise log ko milta h jo sbse bade leechad h  ,scripted PR chlta h yha .Kangana jaise beshrm wahiyad logo ko jb mil skta h award wegara kuch b hoskta h h beshrmo k dwara"
Thank you Dhruv rathee Bhai for this awareness 👏
Love from Rewari ❤
PROUD OF YOU DHRUV BHAI
😂😂😂❤❤😂❤❤❤
एसपी किस को मिलना चाहिए
"Thanks a million Dhruv Ji, we wish you live long and healthy, be able to help millions....😊❤"
"Jab corporate kisi cheez ko 100/-me bechta hai kisaan ko 50/-milna zaruri hai. Agar aisa kisi sarkaar ne kiya o party kabhi nahi haaregi, 15 saal me hindusthan phirse soneki chidiya banega."
Dhru bro bahut badiya hai videos
Ab esha karna chaiye ki jav kishan jo bhi chiz laga raha hai jeshe onion vagera usko directly Market me bechoo bichme kishi ko laohi mat
Junglee Rummy ke liye kyon Manyata diye iska answer samjhaie sar
Dhruv bhai aap andh bhakton ki Aankhen khol rahe ho😂
Modi barbad kar diya midl man ko😢😢😢😢😢😢
❤❤❤❤
❤❤❤kash ap jaicha indiaka har youtuber hota
MSP hona chahiye bil kul jab MRP ho shakta hai to msp ktu nahi
🙏🙏🙏support for all farmers
Modi mahan jhootha and Gappi banda
Modi chor hai 😂😂😂
Thanks
very good Rathi ji
Kisan nahi rahega to ye amir kya khayenge ?sona chandi.
Great news
Grate bro
Badi badi baat bolne me Modi expert hai.
Whos here in 2024🙂
Job video please🙏
Godi media bas karo
Fukra modi
You are doing great work. Lots of love..❤️❤️
Support farmer and make their life easier like they work hard and provide us food to make our life healthier it’s not an easy job to grow something.. hats off to Dhruv Rathee for being an eye opener for everybody living in India 👏💯
"I am commerce student, and now I am currently studying in 12 standard , whenever I watch your
 video , a thought came to my mind that I am only watching your videos for knowledge purpose ,but later it proved to be wrong because the  things that you were explaining also help me in my study . Thank you alot for sharing this knowledge with us and this knowledge helps me in my studies also. ✅✨"
अबतोदेशमे न्युनतमवेतन समानकार्यसमानवेतन का संवैधानिक हकभीनिलम्वित निष्क्रियकरदियागयाहै।कुशल प्राविधिक नवजवान बन्धुआ प्रवासी वेरोजगार अंधभक्त नशेडीबनाकर।
माननीय मोदी जी ने गोवल्स वहुरुपियो कालनेमियो झुठेरेलुटेरो सबको पीछेकरदिया।
तथ्यात्मकविश्लेषणसामयिकसचसहमत
This man is great person❤
Jai Jawaan Jai Kissan 🇮🇳
"Modi k nam se teri roti ab aur 5 sal chalegi re😂Arre itni gyaan deta hai aajtak desh k liye kiya kya tu, YouTube pe videos banane se desh nahi chalta"
Rathi true fearless patriot for the welfare of Farmers as well as save constitution and democracy.A JATT farmer from Punjab
I found your channel. Thanks for sharing historical based facts! Definitely earned another subscriber. Keep up the good work!
GOD BLESS YOU MY BROTHER.... RESPECT FOR ALL THE FARMERS AROUND THE WORLD.
🇮🇳 झूठ बेईमानी मक्कारी लालच🇮🇳 क्या होगा इस देश का बीजेपी तो खा जाएगी पूरे देश को भाजपा हटाओ देश बचाओ
Bro I watch ur 500+ video k.. Y BJP against??? Still I like ur content n ur freedom to speak..
"Video aapki aachi hai bhaiya, but kabhi Indira Gandhi ki emergency ke time ki aur PM Rajeev Gandhi dwara 1988 me Shah Bano case me kanoon bana kar Muslim tusthikaran ki Politics ki gayi thi, uska bhi video bana dijiye."
si Aap Agar nahi hote to kon itni Ache se samjhata
Great sir
❤❤Jay bim ❤❤
😊
