comment
"Today, is 10th Day of Fast for Sonam Wangchuk. Subscribe to his channel and show him support - https://youtube.com/@SonamWangchuk66?si=K0VHHntkIzN9YzpR"
The reason I never trust law and order and government white dress people
"I am from Ladakh. Thank you so much yr big channel Shree Rather for Supporting us
We Stand With u sonam wanchouk sir hero of ladakh
God bless you sonam sir"
Modi sala choor h
Great Dhruv.. But in ko rokega kon???
Opposition bhi insab bato ko leke govt. ko target kyu nhi krti🙁
"Wah Dhruv Rathee keep going on, good👍"
Please make a video on tripura 10323 case
Think you sor❤❤❤
Godi medai pakistan ko leke ut te bait te h khud apna india ka halat kharab 😢😢😢
"सिर्फ लद्धाख ही नहीं मर रहा है, बल्कि हिमाचल उत्तराखंड भी मर रहा है, पंजाब हरियाणा धरती से पानी सूख जाने के बाद प्यासा तड़फ तड़फ कर मरने वाले हैं,राजस्थान , गुजरात,बिहार मुम्बई,डूब रहे हैं और हम बेवकूफ मस्जिद बैध अबैध के चक्कर में फंसते जा रहे हैं।"
Druva karigino!? Indian parja eikhoi se asuk pangli se Indian parja eikhoi masel faoba nungshi naba thajaba ngamdribase!? Indian angamba singse Druva eidi gadha nina haige! Please translation ma Coment Druva Itao!.
Westandwithsonamwangchuk
Bhaiya ap ladakh me kitna rhe hu
Bro you make a video on manipur too😮
Sir ❤❤
Niyat aur niti me farq hoga to vikas kaise hoga
👎👎👎
Eska video to dekhne ka man hi nahi karta kuchh hoga to Modi ko hi glt deta h
Good job sir...
We are with u sonam wangchuk sir 🙏🙏. Stay strong 🦾
"Support and respect for 11:38  Sonam Wangchuk Sir, Thanks  to Dhruv Rathee ,for exposing corrupt government of Modi"
Kon kon short video dekh kar aaya hai 😅
We stand for Justice
Desh ko modi dharm ke dhande pr kardiya
It's also destroying GOA
Who came here after watching dhruv's shorts  video on Sonam wangchuk
Majority are muslims in ladakh so the reason is this 😢😢😢
Jay Hind 🇮🇳
😢😢😢😢
"I am from Kargil ladakh thank you so much Dhruv sir
❤"
Comin from dhruvshorts????😅
Thanks you  sir🙏🙏🙏🙏🙏🙏
Keep growing 11:01 11:03 11:04 11:04 11:04
Thankyou for your support sir 🙏🙏🙏
"Their is govt neglected in Ladakh,Why?"
😢😢😢😢
"Thanks Dhuru Channel for this Vedio ...
Thanks again from Lasakh.❤"
बीजेपी हटाओ देश बचाओ
🫡
Right
I think agar bharat sarkar inki baat   ko nahi manti h to laakh ko ek alag desh bna de baat khatam
apnay jo b bolaa sahi bolaa sir.Loves from.kargil❤❤
Thanks Dhruv
JANTA SPIRING HE UNKO JITNA DABAYA UTNAHI DABAL  JOR SE BAHAR AAYEGA
China ki wajah se nhi de sakte
Where ever the resources are exploiting in this country or even abroad you will find ADANI connected to it in some way or the other!!
