comment
"Watch the video from 11:00 to learn about Men's Rights

Download KukuFM  -  https://kukufm.sng.link/Apksi/1ocn/9n2s
50% off using code ‘DHRUV50’"
Girls don't have 2bolls
Please bollywood ka jo faltu feminism hai short dress pehen kar aur sundarata dekhne kar plastic surgery Anga dekhna saraba pina and smoking karna
❤
Abhi Ladkeya es kabil nahi hai or na be Ladke ese jhel sakte hai 😅😅
Ye Knowedge Sachi hai Per bhi sare aadmi ak jesa nahi hota
Man or Women Thinking v to dekho 1=1 kar deya to Ladke kahe ke nahi rahega 😅😅😅
"Yes feminism is right..
But taking its misadventures is wrong like in lakhnow case in you tube they may have not supported the girl but can u guarantee that if may had slapped her back they have supported,even the people had come in favour of girl if man had slapped first and they themselves had kicked a guy had anyone did anything to girl..
Y reservation if u are supporting faminisum and asking for equal rights ,y u didn't support uniform civil code,y u didn't have that guts to speak on that..?being selective is easy"
Hmm😊
Ea sab bath larkiae banai ha
Finally a intelligent man
You are doing great bhaiya
"LACK OF IN DEPTH  ANALYSIS,"
Toxic feminism bahut hi bekar chij hai
🛐🛐🛐🛐🛐
Log bollywood ko hi kyu target karte hai south me kharab movie nhi banti hai kya south ki movies me toh jayda violence  hota hai
Thank you Bhai apne meri soch badal di
"Thanks dhruv Rathee  
Is most important knowledge ke liye.
🙏🏼🙏🏼"
"P,, n वीडियो की सच्चाई दिखाओ लोग पागल बन रहे है"
Bhaiya  Mai thoda let ho gaya lekin mujhe ye puchhna tha ki ye feminism aur  patr................ aur mat............... Ye sab kaha se jana jay education ke bare me ek video banaiye jisme ki education ke kis field me kya hai full details me video banaiye 😢 Mai agar koi videos  dekhta hu to mujhe  lagta hai ki mujhe ye karna chahiye dusri dekhta hu to lagta hai mujhe  ye banna chahiye  wo banna chahiye please request hai aapse
"I’ve been a viewer of this channel for a very long time and I really like the content, but today while going through this video I was waiting for the point when you’d talk about an issue called ‘pseudo feminism’ but I guess you missed out on that, it’s been known to everyone that how a lot of men have also fallen victim to this issue including myself. 
Dhruv I’ve been a true supporter of your work and that’s why I’m sharing my true feedback that it was a little disappointing for me as I was expecting that you would discuss the issue of ‘pseudo feminism’ in this video as well."
Really video ke start me mai bhi galat side wale feminism ke mindset se soch rha tha lekin end hone ke baad samajh aya asli matlab thanks for this equality of knowledge and explanation
"Which is why in Islam, women are treated like Queens👑

To those who still have doubts, please do visit any Islamic countries and see how they treat their wife😊"
ek hi dil hein. kitne bar jitoge yaar?
according to Dhruv ...Vishwa Hindu parishad Aurto ki rights chin leta he...lekin saudi arabia aur afghanistan...iran jese desh o me aurto ki saari rights he @Dhruvrathee 4:59
Yes in swadhyay parivar pandurang shastri ji ne bhi bahot kaam kiya he .unho ne bhi  familism  parivar khade kiye hai 😊
It's simple: live and let live everyone with dignity and respect.
Scoopcast
The biggest enemy of a woman is women only 😢
"Feminism is never about equality, It's for power and vengeance,

If they're granted equality then they will cry to death,

Men are mentally weak and easy manipulated but since they have set the false narrative of strong you will never believe that all you have is a false sense of control bros, Open your eyes bros."
"Idk why but i am getting a feeling that this video was biased an Dhruv spoke about the dark side of mens, but didn't about the dark side of womens and how mens have been harrassed or tortured mentally by the society and females for even the smallest of things like having a seat or slight push due to braking in public transport"
Best video i have ever seen❤
Strongly believe 💯
"This society now needs a modern solution because modern problem requires mordern solution . Society needs equaliism more than femalism because feminism only highlights women's equal rights and society forgets about men's rights . And just like in the video stated that some Alfa's are definiting femanism in wrong way but there are also some ' feminists ' definiting feminism in wrong ways . Like "" Always respect a woman ."" It's seems like mantioning that no matter how a woman act rude , as a man , he should treat her respectfully . ( That's what some Alfa's and ' Femanists ' think ) ( as an example )"
You didn't understand neena gupta's point of view. She didnt say woman are less than man. She meant to say we arent equal. She didnt mean that women cant earn or shouldn't earn.
"1:27 SUCH A GOOD POINT. This is what needs to be implemented in our minds more. It's not men vs women, no do us women want authority over men. It's about EQUALITY. Not treat someone differently on the basis of their gender. The division is not between genders it's between people who understand equality and basic human rights for both genders, and people who simply don't."
સમાનતા
"All of your videos are phenomenal ,  ❤❤🔥🔥"
"Dhol, Gawar, Shudra, Pashu, Naari shakal taadan ke adhikari..."
I was finding such a video like this to get mental peace.. Thank you sir!!!!
Green Forest Dhruv Rathee
But women are doing fake feminism.
I am feminist
"बहुत ही सफाई से , बचकर निकल गए ये राठी जी तो, पूरी बात नही बोलना चाहते है ।"
😊❤
Humara islam woman ko unke rights deta ha
🎉
"FINALLY, a good documentary that talks about all the pros, cons nooks, and crannies of feminism thank you, brother"
Thanks to speak truth
"Women want equality in the workforce but only in positions of power and influence. Why don't they want equality in the terms of workers, military, garbage cleaners ?"
Having a real time conversation with dhruv rathi would be great in trye sense. Wish all people would have this mindset
Legendary author like Salman Rushdi??????😂😂😂😂
"Sara khela samaj ka hai, jisko Dharm, literature, media aur vicharo sey banta hai. 
Jab kanoon barabar baney aur kanoon barabar Lagu ho tou iski zarurat nahi hoti.
In sab ki zimmedari State par hota hai, lekin koi bhi scholars apney state ko failure aur sponsor kehney sey darta hai.
Patriarchy aur Faminism created by State sponsor thought."
