comment
Join my WhatsApp channel: https://whatsapp.com/channel/0029Va7VFTRH5JLr9A5juL3J
Ahmadis are not Muslims
Nice
Bat to shai hai
right 😮
Heads of to you ❤
❤❤❤
Love from Pakistan
Very nice bro
Pak aur bangladesh may jo horaha hindu k khilaf kyon kuch nahi bolta h
😅😂
Sahi baat hai bro Mai aapki sabhi baato se sehmat hu Hinduo ko bakra bhaiya ja rha hai or hm ban rhe hai 😂
Dhruv Rathee - great human being. I find that the majorities in India and Pakistan have got a same possessive minds with no respect for those who oppose their ideologies.
I am hindu and I'm with you Dhruv ❤😊
Ham sab Desh bashi h 🤝 Jay hind jay Bharat 🇮🇳
Duniya ka best pardhan mantri agar wo nhi hota to Africa ka Pradhan mantri unka peyr nhi chuta. Aur wo pradhan mantri hai respect karna sikho pehle fir social media pe ana.
Agar ye sab koi hindu log muslim log ko karne ko kaha hai to muslim vi nhi karega kyuki wo khud apna nam kharab nhi karna chahta.
MY Dad is C.I and he saw lot of Muslim men married hindu women and had 3/4 kids and left the women snd raised them like muslims.I know people who are literate don't do that but it's happening a LOT there are 40 cases from just one Taluka P.S in a month which is crazy.
Very nice bro ❤❤❤❤❤..... salute hai .....
I proud .I am Muslim
Dhruv bhai salute❤❤❤❤❤❤❤
❤❤❤
Everything makes sense now
❤
All the best 👍
You are the best
You are the best congratulations for your baby boy you have a beautiful family  ❤
❤jay... Hind❤ mere bhai
I absolutely agree with you and i will always support you dhuruv
Mere pass bhi aaya tha bhai😮😮😮😮😮😮😮😮
Hindu muslim or dharm ki ladai me in Animals ka kyaa kasur hai. 😢
❤❤
Sala hindu to bahut ghatiya hain sab
Bro be safe 🤌
Mission 100 crore voter 😀
Bhai jann abhi kar ta hun me
Sir .... Aapki video se bahot badhiya knowledge milti hai ... Har ek video ek indian ne dekhna chahiye ...
U r so worse
A big heart to you❤
धुरव भाई सलाम हे आप को
आतंकवादी के मरने के बाद भारत मे प्रोटेस्ट करने वालो पर भी वीडियो बनाइये सर
Bhai bat to sahi he
"Ek Rathee ek akela sab modi leader godi media, influencers, youtubers par bhari bhai salam hai tujhe"
Very nice D. Tather
Respect for dhruv rathee sir❤😊
Salute Dhruv brother from Pakistan
❤❤❤❤❤❤❤❤❤ lots of love..from bangladesh... Muslim
Me moradabad se hu😊
Salute 🫡🫡🫡 hai bhai aapko dil se ❤❤❤❤❤aapki jitni tarif karu kam hai
Hindu muslim vai vai
Interesting! Someone Says The Truth! Sending Love From Bangladesh
😅
Congress government has given Waqf board to our country. Now Modi government is preparing to regulate this land mafia.because Modi government does many things which are pro India not pro Muslims .
Make video on radicalisation by Madarsas also.
Make video about sleeper cells of ISI in India.
Mujhe to lgta he Dhruva rathi Halala ki paidaish he
Thank-you so much for important information 🎉
Bangladesh ke bare main bhi batao hindu ki kya halat h
5:00 Bkwas na kar pehle research karla 😠😠
Godi midia ye sub nhi dikha skta
